fid,id_tramo,id_vial,tipo_tramo,tipo_tramd,calzada,calzadad,acceso,accesod,firme,firmed,ncarriles,sentido,sentidod,situacion,situaciond,estadofis,estadofisd,tipovehic,tipovehicd,titular,titulard,orden,ordend,fuente_t,fuente_td,codigo,dgc_via,clase,clased,tipo_vial,tipo_viald,nombre,nombre_alt,fuente_v,fuente_vd,alta_db
197562,502970000331,502970005617,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029726460,5296,2000,Urbano,2367,PASEO,1 SAGRADA MONZALBARBA,Desconocido,2,Dirección General del Catastro,2024-09-20
202052,502970004683,502970005674,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713705,5614,2000,Urbano,2517,URB,22 LOS GUARALES 2,Desconocido,2,Dirección General del Catastro,2024-09-20
200804,502970003455,502970005590,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029705640,5092,2000,Urbano,2122,CALLE,54 CAMELIA,Desconocido,2,Dirección General del Catastro,2024-09-20
229260,502970040925,502970000621,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029703565,2017,2000,Urbano,2198,CTRA,A-2 (BARCELONA),BARCELONA KM,4,Instituto Nacional de Estadística,2023-09-21
200011,502970002684,502970005730,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700020,1349,2000,Urbano,2122,CALLE,"AAIUN, EL",Desconocido,2,Dirección General del Catastro,2021-05-09
204681,502970007613,502970005734,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700055,2984,2000,Urbano,2122,CALLE,ABEDUL (DEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198920,502970001621,502970005735,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700060,2,2000,Urbano,2122,CALLE,ABEN AIRE,Desconocido,4,Instituto Nacional de Estadística,2023-08-07
198726,502970001437,502970000034,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,2,Dirección General del Catastro,5029700070,3881,2000,Urbano,2122,CALLE,ABENOZA CAMERANO,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
197588,502970000356,502970000700,1,Troncal,2,Duplicada o superior,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029712950,2898,2000,Urbano,2066,AVDA,ACADEMIA GENERAL MILITAR,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
200416,502970003077,502970000587,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700092,3377,2000,Urbano,2169,CMNO,ACEQUIA (MONTAÑANA),ACEQUIA (MONTAÑANA),4,Instituto Nacional de Estadística,2023-09-21
212585,502970025311,502970000035,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700105,1682,2000,Urbano,2169,CMNO,ACEQUIA CANO (GRP),Desconocido,4,Instituto Nacional de Estadística,2023-09-21
206558,502970009876,502970008309,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700091,2989,2000,Urbano,2122,CALLE,ACIERTO (EL)(SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200195,502970002865,502970005738,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700093,2800,2000,Urbano,2122,CALLE,ACONCAGUA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
213499,502970026274,502970000589,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700110,3219,2000,Urbano,2169,CMNO,ADELFA (DE LA) (SAN JUAN DE MOZARRIFAR),Desconocido,4,Instituto Nacional de Estadística,2023-09-21
202709,502970005406,502970005988,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029703010,2436,2000,Urbano,2122,CALLE,ADOLFO AZNAR,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
212196,502970024868,502970000839,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731207,3598,2000,Urbano,2122,CALLE,ADOLFO SUAREZ GONZALEZ,SUAREZ GONZALEZ,4,Instituto Nacional de Estadística,2023-09-21
205364,502970008363,502970005745,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700160,1222,2000,Urbano,2122,CALLE,ADRIANO VI,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197812,502970000548,502970005586,4,Rotonda,1,Única,1,Libre,1,Pavimentado,2,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,P,Principal,3,Dirección General de Carreteras (MITMA),5029700175,5,1003,Carretera convencional,2198,CTRA,AEROPUERTO KM 6.8-10,Desconocido,2,Dirección General del Catastro,2025-11-25
201369,502970004013,502970005747,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700180,7,2000,Urbano,2122,CALLE,AFRICA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201886,502970004523,502970005748,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700190,Desconocido,2000,Urbano,2122,CALLE,AFUERAS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
192605,502880001881,502970000112,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029722585,1784,2000,Urbano,2066,AVDA,AFUERAS PEÑAFLOR,Desconocido,2,Dirección General del Catastro,2024-09-20
201748,502970004388,502970005749,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700200,1455,2000,Urbano,2122,CALLE,AGATA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202571,502970005240,502970005758,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700295,3433,2000,Urbano,2122,CALLE,AGUADORA (LA),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203487,502970006309,502970005752,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700260,8,2000,Urbano,2122,CALLE,AGUADORES,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198625,502970001341,502970005753,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700270,3058,2000,Urbano,2122,CALLE,AGUARON,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205054,502970008018,502970005755,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700280,9,2000,Urbano,2122,CALLE,AGUAS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197910,502970000642,502970000653,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029707210,3334,2000,Urbano,2122,CALLE,AGUEDA CENTENERA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
203782,502970006626,502970007357,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029722020,665,2000,Urbano,2122,CALLE,AGUSTIN PALOMEQUE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199422,502970002110,502970007517,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029724220,11,2000,Urbano,2122,CALLE,AGUSTIN PRINCIPE,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
200813,502970003463,502970007545,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029724680,734,2000,Urbano,2122,CALLE,AGUSTIN QUINTO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199971,502970002645,502970000611,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029702907,1536,2000,Urbano,2122,CALLE,AGUSTINA ATIENZA COBOS,"ATIENZA COBOS, AGUSTINA",4,Instituto Nacional de Estadística,2023-09-21
203608,502970006443,502970005899,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701880,12,2000,Urbano,2122,CALLE,AGUSTINA DE ARAGON,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198239,502970000961,502970007620,2,Nudo,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029725717,3175,2000,Urbano,2122,CALLE,AGUSTINA RODRIGUEZ (SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204307,502970007177,502970007927,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730780,894,2000,Urbano,2122,CALLE,AGUSTINA SIMON,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199189,502970001884,502970005763,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700360,13,2000,Urbano,2122,CALLE,AGUSTINES,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204680,502970007612,502970005765,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700390,2985,2000,Urbano,2122,CALLE,AILANTO (DEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198565,502970001281,502970005766,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700400,14,2000,Urbano,2122,CALLE,AINZON,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205634,502970008650,502970006560,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029711195,5789,2000,Urbano,2122,CALLE,AL ESTE DEL EDEN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203634,502970006473,502970005768,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700405,2455,2000,Urbano,2122,CALLE,ALAGON,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202066,502970004697,502970005769,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700410,2254,2000,Urbano,2517,URB,ALAMEDA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
221185,502970033101,502970000591,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,2,Dirección General del Catastro,5029700415,2860,2000,Urbano,2122,CALLE,ALAMEDA (SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2025-12-17
204685,502970007617,502970005767,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700404,2980,2000,Urbano,2066,AVDA,ALAMOS (DE LOS),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204498,502970007406,502970005771,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700440,15,2000,Urbano,2122,CALLE,ALAR DEL REY,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200569,502970003223,502970005773,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700460,16,2000,Urbano,2122,CALLE,ALAVA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205083,502970008051,502970005776,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700480,1236,2000,Urbano,2122,CALLE,ALBACETE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200409,502970003070,502970005777,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700485,3380,2000,Urbano,2390,PLAZA,ALBADA,Desconocido,4,Instituto Nacional de Estadística,2024-04-10
230655,502970042339,502970000592,1,Troncal,1,Única,1,Libre,1,Pavimentado,2,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700495,3522,2000,Urbano,2122,CALLE,ALBARDIN,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
199609,502970002293,502970005778,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700500,17,2000,Urbano,2122,CALLE,ALBAREDA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198023,502970000751,502970005779,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700520,1097,2000,Urbano,2122,CALLE,ALBARRACIN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
225004,502970036606,502970000593,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700525,2635,2000,Urbano,2122,CALLE,ALBERCA (LA) (MOVERA),Desconocido,4,Instituto Nacional de Estadística,2023-09-21
199704,502970002386,502970005782,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700526,3295,2000,Urbano,2122,CALLE,ALBERICIO CONCHAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
212384,502970025100,502970000516,1,Troncal,1,Única,1,Libre,2,Tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,2,Dirección General del Catastro,5029700527,3391,2000,Urbano,2517,URB,ALBERJEROS,ALBERGEROS (GARRAPINILLOS,31,Diputación,2024-09-19
203959,502970006808,502970005783,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700528,3296,2000,Urbano,2122,CALLE,ALBERO BURILLO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202911,502970005671,502970006492,1,Troncal,2,Duplicada o superior,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029710175,2314,2000,Urbano,2122,CALLE,ALBERT EINSTEIN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200563,502970003218,502970007901,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730400,1310,2000,Urbano,2390,PLAZA,ALBERT SCHWEITZER,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198012,502970000740,502970006243,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029706450,3122,2000,Urbano,2367,PASEO,ALBERTO CASAÑAL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202823,502970005553,502970006477,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029709970,2430,2000,Urbano,2122,CALLE,ALBERTO DUCE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204114,502970006973,502970005787,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700540,18,2000,Urbano,2122,CALLE,ALCALA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
202946,502970005713,502970005788,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700545,3068,2000,Urbano,2390,PLAZA,ALCALA DE EBRO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204400,502970007295,502970005789,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700550,2272,2000,Urbano,2122,CALLE,ALCALA DE LA SELVA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200254,502970002921,502970006147,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029705160,146,2000,Urbano,2122,CALLE,ALCALDE BURRIEL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197732,502970000482,502970006150,1,Troncal,1,Única,1,Libre,1,Pavimentado,2,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029705200,309,2000,Urbano,2066,AVDA,ALCALDE CABALLERO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200357,502970003020,502970006647,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029712240,369,2000,Urbano,2122,CALLE,ALCALDE GALAN GIMENEZ,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197674,502970000432,502970007682,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029726525,2569,2000,Urbano,2066,AVDA,ALCALDE R.SAINZ DE VARANDA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204244,502970007109,502970005791,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700580,19,2000,Urbano,2122,CALLE,ALCAÑIZ,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203872,502970006722,502970005794,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700640,20,2000,Urbano,2122,CALLE,ALCOBER,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
212278,502970024981,502970000254,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700660,3351,2000,Urbano,2169,CMNO,ALCORCE A VILLAMAYOR,Desconocido,2,Dirección General del Catastro,2023-09-21
200165,502970002835,502970000909,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700675,4071,2000,Urbano,2122,CALLE,ALCORISA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
202130,502970004760,502970005798,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700720,1640,2000,Urbano,2122,CALLE,ALCUBIERRE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199129,502970001825,502970000896,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730685,4030,2000,Urbano,2122,CALLE,ALDEA DE SIEST,Desconocido,4,Instituto Nacional de Estadística,2024-04-10
204541,502970007452,502970005800,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700760,21,2000,Urbano,2122,CALLE,ALDEBARAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204865,502970007812,502970005801,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700780,22,2000,Urbano,2122,CALLE,ALEGRIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198409,502970001127,502970006052,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029703970,2319,2000,Urbano,2122,CALLE,ALEJANDRO BELL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202683,502970005372,502970006252,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029706550,2514,2000,Urbano,2122,CALLE,ALEJANDRO CASONA,Desconocido,4,Instituto Nacional de Estadística,2023-08-07
204292,502970007159,502970007290,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029721100,636,2000,Urbano,2122,CALLE,ALEJANDRO OLIVAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199976,502970002650,502970008203,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029733990,2315,2000,Urbano,2122,CALLE,ALEJANDRO VOLTA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203955,502970006804,502970005803,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700800,23,2000,Urbano,2122,CALLE,ALEMANIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
