fid,id_tramo,id_vial,tipo_tramo,tipo_tramd,calzada,calzadad,acceso,accesod,firme,firmed,ncarriles,sentido,sentidod,situacion,situaciond,estadofis,estadofisd,tipovehic,tipovehicd,titular,titulard,orden,ordend,fuente_t,fuente_td,codigo,dgc_via,clase,clased,tipo_vial,tipo_viald,nombre,nombre_alt,fuente_v,fuente_vd,alta_db
206148,502970009301,502970008317,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029734110,3107,2000,Urbano,2122,CALLE,ISLA DE YERBA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198422,502970001140,502970006474,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029709930,2597,2000,Urbano,2122,CALLE,ISLA DRAGONERA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198466,502970001184,502970006620,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029711970,2750,2000,Urbano,2122,CALLE,ISLA FORMENTERA,Desconocido,4,Instituto Nacional de Estadística,2025-02-10
197984,502970000716,502970006723,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713305,2478,2000,Urbano,2122,CALLE,ISLA GOMERA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198292,502970001013,502970006738,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713490,2472,2000,Urbano,2122,CALLE,ISLA GRACIOSA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203163,502970005952,502970006827,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029714670,2361,2000,Urbano,2122,CALLE,ISLA IBIZA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203175,502970005967,502970007065,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029717950,538,2000,Urbano,2122,CALLE,ISLA MALLORCA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203177,502970005969,502970007145,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029718970,2362,2000,Urbano,2122,CALLE,ISLA MENORCA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197915,502970000647,502970006197,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029705790,2481,2000,Urbano,2122,CALLE,ISLAS CANARIAS,Desconocido,4,Instituto Nacional de Estadística,2024-04-10
207089,502970011196,502970000739,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029717165,3607,2000,Urbano,2122,CALLE,ISMAEL HIPOLITO LOR VICENTE,LOR VICENTE,4,Instituto Nacional de Estadística,2023-09-21
199557,502970002242,502970006853,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715020,444,2000,Urbano,2122,CALLE,ITALIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202117,502970004747,502970006854,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715030,2658,2000,Urbano,2122,CALLE,ITALIA (CASETAS),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204052,502970006910,502970006856,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715060,446,2000,Urbano,2122,CALLE,IZUZQUIZA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199733,502970002413,502970006857,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715080,447,2000,Urbano,2122,CALLE,JACA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202279,502970004906,502970006035,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029703750,2580,2000,Urbano,2122,CALLE,JACINTA BARTOLOME,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204504,502970007412,502970006058,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029704020,109,2000,Urbano,2122,CALLE,JACINTO BENAVENTE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198802,502970001511,502970006377,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029708360,254,2000,Urbano,2122,CALLE,JACINTO CORRALE,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
201409,502970004053,502970006858,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715100,448,2000,Urbano,2122,CALLE,JAEN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204203,502970007065,502970006012,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029703280,91,2000,Urbano,2122,CALLE,JAIME BALMES,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197704,502970000458,502970006595,1,Troncal,2,Duplicada o superior,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029711525,2312,2000,Urbano,2122,CALLE,JAIME FERRAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201157,502970003804,502970000044,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,2,Dirección General del Catastro,5029715223,1840,2000,Urbano,2169,CMNO,JARDIN DE RICLA (STA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2023-09-21
203251,502970006046,502970005976,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029702905,2617,2000,Urbano,2122,CALLE,JARDINES DE ATENAS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198989,502970001687,502970006167,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029705432,3064,2000,Urbano,2122,CALLE,JARDINES DE CADRETE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202805,502970005528,502970006358,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029708143,2910,2000,Urbano,2122,CALLE,JARDINES DE LA CONCORDIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198592,502970001308,502970006987,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029716870,2570,2000,Urbano,2122,CALLE,JARDINES DE LISBOA,Desconocido,4,Instituto Nacional de Estadística,2024-04-23
204530,502970007441,502970006868,4,Rotonda,1,Única,1,Libre,1,Pavimentado,2,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715235,3240,2000,Urbano,2122,CALLE,JARQUE MONCAYO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198038,502970000766,502970008018,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731930,3397,2000,Urbano,2122,CALLE,JAVIER TOMEO ESTALLO (SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200693,502970003346,502970006870,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715260,1083,2000,Urbano,2122,CALLE,JAZMIN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202643,502970005325,502970007887,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730230,2485,2000,Urbano,2122,CALLE,JEAN PAUL SARTRE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201481,502970004125,502970006873,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715280,452,2000,Urbano,2122,CALLE,JEREZ,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201814,502970004452,502970008288,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029734365,2542,2000,Urbano,2122,CALLE,JERONIMA ZAPORTA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199482,502970002167,502970006199,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029705820,168,2000,Urbano,2122,CALLE,JERONIMO CANCER,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199400,502970002089,502970008153,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029733360,971,2000,Urbano,2122,CALLE,JERONIMO VICENS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204959,502970007916,502970006874,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715300,1365,2000,Urbano,2122,CALLE,JERUSALEN,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
198800,502970001509,502970008300,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715320,2751,2000,Urbano,2122,CALLE,JESUS,Desconocido,4,Instituto Nacional de Estadística,2024-09-20
202163,502970004793,502970006728,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713410,3197,2000,Urbano,2122,CALLE,JESUS GONZALEZ CRUZ,Desconocido,4,Instituto Nacional de Estadística,2022-09-16
198868,502970001573,502970006733,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713432,2918,2000,Urbano,2122,CALLE,JESUS GRACIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204218,502970007083,502970008110,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029732760,1930,2000,Urbano,2122,CALLE,JESUS VALDES GUZMAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202304,502970004938,502970006876,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715360,2024,2000,Urbano,2122,CALLE,JESUS Y MARIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204941,502970007895,502970006877,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715370,2604,2000,Urbano,2122,CALLE,JILGUEROS (LOS),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201455,502970004099,502970000609,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029702745,224,2000,Urbano,2122,CALLE,JOAQUIN ASCASO BUDRIA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
197891,502970000623,502970006088,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029704357,3332,2000,Urbano,2122,CALLE,JOAQUIN BLASCO GAY,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197310,502970000097,502970008292,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029708530,2655,2000,Urbano,2390,PLAZA,JOAQUIN COSTA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204211,502970007074,502970008290,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029708520,260,2000,Urbano,2122,CALLE,JOAQUIN COSTA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200806,502970003457,502970006765,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713780,1366,2000,Urbano,2122,CALLE,JOAQUIN GUIRAL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203325,502970006129,502970007278,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029720960,2137,2000,Urbano,2122,CALLE,JOAQUIN NUMANCIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204084,502970006943,502970007316,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029721500,644,2000,Urbano,2122,CALLE,JOAQUIN ORUS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200138,502970002808,502970007882,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730160,1506,2000,Urbano,2122,CALLE,JOAQUIN SANZ GADEA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204970,502970007928,502970000837,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731160,1313,2000,Urbano,2122,CALLE,JOAQUIN SOROLLA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
206655,502970010274,502970008080,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029732410,3462,2000,Urbano,2122,CALLE,JOAQUIN TURINA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198124,502970000849,502970000892,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029734270,3340,2000,Urbano,2122,CALLE,JOAQUINA ZAMORA SARRATE,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
205075,502970008044,502970007336,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029721762,3466,2000,Urbano,2122,CALLE,JOHANN PACHELBEL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202647,502970005329,502970006901,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715717,3089,2000,Urbano,2122,CALLE,JOHANNES KEPLER,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203687,502970006528,502970006882,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715420,456,2000,Urbano,2122,CALLE,JORDAN DE URRIES,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197641,502970000404,502970000263,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715417,3997,2000,Urbano,2169,CMNO,"JORDAN, DE GRP",Desconocido,2,Dirección General del Catastro,2024-09-20
203864,502970006714,502970006883,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715440,457,2000,Urbano,2122,CALLE,JORDANA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199995,502970002669,502970006335,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029707740,231,2000,Urbano,2122,CALLE,JORGE COCCI,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203032,502970005811,502970006762,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713770,2499,2000,Urbano,2122,CALLE,JORGE GUILLEN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202988,502970005767,502970007072,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029718025,2425,2000,Urbano,2122,CALLE,JORGE MANRIQUE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198950,502970001648,502970007825,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029729197,2922,2000,Urbano,2122,CALLE,JORGE SANCHEZ CANDIAL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198059,502970000787,502970007594,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029725385,3396,2000,Urbano,2122,CALLE,JOSE A REY DEL CORRAL (SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203003,502970005784,502970006478,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029709975,3052,2000,Urbano,2122,CALLE,JOSE ANTONIO DUCE GRACIA,Desconocido,4,Instituto Nacional de Estadística,2023-08-07
200445,502970003105,502970000610,1,Troncal,2,Duplicada o superior,1,Libre,1,Pavimentado,2,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029702885,4017,2000,Urbano,2066,AVDA,JOSE ATARES,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
202622,502970005301,502970006112,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029704645,2567,2000,Urbano,2122,CALLE,JOSE BOROBIA GONZALEZ,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202248,502970004876,502970006229,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029706190,2642,2000,Urbano,2122,CALLE,JOSE CARRASQUER,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204881,502970007829,502970006256,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029706585,8029,2000,Urbano,2019,ANDAD,JOSE CASTAN TOBEÑAS,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
199467,502970002153,502970005866,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701520,1322,2000,Urbano,2122,CALLE,JOSE DE ANCHETA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203701,502970006542,502970006775,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029713900,1017,2000,Urbano,2122,CALLE,JOSE DE LA HERA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202770,502970005478,502970006463,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029709770,2515,2000,Urbano,2122,CALLE,JOSE DONOSO,Desconocido,4,Instituto Nacional de Estadística,2023-08-07
199295,502970001986,502970006488,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029710140,304,2000,Urbano,2122,CALLE,JOSE ECHEGARAY,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204419,502970007317,502970000041,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029710490,3774,2000,Urbano,2264,GTA,JOSE ESCOLANO SANCHEZ,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
204850,502970007795,502970006649,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029712280,1311,2000,Urbano,2122,CALLE,JOSE GALIAY,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203491,502970006313,502970006906,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715765,2444,2000,Urbano,2390,PLAZA,JOSE LABORDETA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202174,502970004803,502970006938,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029716220,2179,2000,Urbano,2390,PLAZA,JOSE LASHERAS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202737,502970005439,502970006106,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029704570,2434,2000,Urbano,2122,CALLE,JOSE LUIS BORAU,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205338,502970008337,502970006451,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029709320,281,2000,Urbano,2122,CALLE,JOSE LUIS DIEZ,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201273,502970003919,502970000733,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715805,1016,2000,Urbano,2122,CALLE,JOSE LUIS LACRUZ BERDEJO,LACRUZ BERDEJO,4,Instituto Nacional de Estadística,2023-09-21
